Skill	Skill-Unterkategorie	Bewertung	Standort	Skill Dauer	Anzahl Mitarbeiter
Emacs	Werkzeug	1	Offenbach	3	1
Emacs	Werkzeug	2	Offenbach	4	1
Emacs	Werkzeug	2	Unterhaching	4	1
EMMA	Build	1	Offenbach	3	1
EMMA	Build	2	Unterhaching	2	1
ENOVIA	Werkzeug	1	Wien	1	1
ENOVIA	Werkzeug	2	Unterhaching	3	1
Enterprise Architect	Werkzeug	1	Hamburg	1	3
Enterprise Architect	Werkzeug	1	Hamburg	2	2
Enterprise Architect	Werkzeug	1	Hamburg	3	1
Enterprise Architect	Werkzeug	1	Offenbach	1	2
Enterprise Architect	Werkzeug	1	Offenbach	2	2
Enterprise Architect	Werkzeug	1	Unterhaching	1	9
Enterprise Architect	Werkzeug	1	Unterhaching	2	2
Enterprise Architect	Werkzeug	1	Unterhaching	3	1
Enterprise Architect	Werkzeug	1	Wien	1	2
Enterprise Architect	Werkzeug	1	Wien	3	1
Enterprise Architect	Werkzeug	1	Zürich	2	1
Enterprise Architect	Werkzeug	2	Hamburg	1	1
Enterprise Architect	Werkzeug	2	Hamburg	2	1
Enterprise Architect	Werkzeug	2	Hamburg	3	3
Enterprise Architect	Werkzeug	2	Offenbach	1	3
Enterprise Architect	Werkzeug	2	Offenbach	2	3
Enterprise Architect	Werkzeug	2	Offenbach	3	2
Enterprise Architect	Werkzeug	2	Stuttgart	1	1
Enterprise Architect	Werkzeug	2	Stuttgart	3	3
Enterprise Architect	Werkzeug	2	Unterhaching	1	5
Enterprise Architect	Werkzeug	2	Unterhaching	2	1
Enterprise Architect	Werkzeug	2	Unterhaching	3	4
Enterprise Architect	Werkzeug	2	Unterhaching	4	3
Enterprise Architect	Werkzeug	2	Wien	1	2
Enterprise Architect	Werkzeug	2	Wien	2	1
Enterprise Architect	Werkzeug	2	Wien	3	2
Enterprise Architect	Werkzeug	3	Hamburg	1	1
Enterprise Architect	Werkzeug	3	Hamburg	3	2
Enterprise Architect	Werkzeug	3	Offenbach	1	1
Enterprise Architect	Werkzeug	3	Offenbach	4	2
Enterprise Architect	Werkzeug	3	Unterhaching	1	2
Enterprise Architect	Werkzeug	3	Unterhaching	4	2
Enterprise Architect	Werkzeug	3	Wien	3	1
Enterprise Architect	Werkzeug	4	Offenbach	4	1
Enterprise Architect	Werkzeug	4	Unterhaching	4	3
Enterprise Architecture Management	ITM	1	Hamburg	1	3
Enterprise Architecture Management	ITM	1	Hamburg	2	2
Enterprise Architecture Management	ITM	1	Stuttgart	1	1
Enterprise Architecture Management	ITM	1	Unterhaching	1	2
Enterprise Architecture Management	ITM	1	Unterhaching	3	2
Enterprise Architecture Management	ITM	1	Wien	1	2
Enterprise Architecture Management	ITM	1	Wien	3	1
Enterprise Architecture Management	ITM	1	Zürich	3	1
Enterprise Architecture Management	ITM	2	Hamburg	2	1
Enterprise Architecture Management	ITM	2	Offenbach	3	2
Enterprise Architecture Management	ITM	2	Stuttgart	3	2
Enterprise Architecture Management	ITM	2	Unterhaching	1	1
Enterprise Architecture Management	ITM	2	Unterhaching	2	2
Enterprise Architecture Management	ITM	2	Unterhaching	3	2
Enterprise Architecture Management	ITM	2	Wien	3	1
Enterprise Architecture Management	ITM	3	Hamburg	1	1
Enterprise Architecture Management	ITM	3	Hamburg	3	2
Enterprise Architecture Management	ITM	3	Hamburg	4	2
Enterprise Architecture Management	ITM	3	Stuttgart	3	1
Enterprise Architecture Management	ITM	3	Unterhaching	1	2
Enterprise Architecture Management	ITM	3	Unterhaching	3	3
Enterprise Architecture Management	ITM	3	Unterhaching	4	3
Enterprise Architecture Management	ITM	3	Wien	1	1
Enterprise Architecture Management	ITM	3	Zürich	2	1
Enterprise Tester	Werkzeug	1	Hamburg	1	2
Entity Framework	Framework	2	Stuttgart	1	1
Entity Framework	Framework	2	Wien	2	1
Entity Framework	Framework	2	Wien	3	1
EPK	AnfMgt	1	Hamburg	1	2
EPK	AnfMgt	1	Hamburg	3	1
EPK	AnfMgt	1	Stuttgart	1	2
EPK	AnfMgt	1	Unterhaching	1	3
EPK	AnfMgt	2	Hamburg	2	2
EPK	AnfMgt	2	Offenbach	3	1
EPK	AnfMgt	2	Offenbach	4	1
EPK	AnfMgt	2	Stuttgart	4	1
EPK	AnfMgt	2	Unterhaching	1	1
EPK	AnfMgt	2	Unterhaching	2	4
EPK	AnfMgt	2	Unterhaching	3	1
EPK	AnfMgt	2	Wien	1	1
EPK	AnfMgt	2	Zürich	2	1
EPK	AnfMgt	3	Hamburg	4	1
EPK	AnfMgt	3	Unterhaching	1	1
EPK	AnfMgt	3	Unterhaching	4	1
ER-Modellierung	AnfMgt	1	Hamburg	1	1
ER-Modellierung	AnfMgt	1	Hamburg	2	1
ER-Modellierung	AnfMgt	1	Offenbach	2	2
ER-Modellierung	AnfMgt	1	Stuttgart	1	2
ER-Modellierung	AnfMgt	1	Stuttgart	4	1
ER-Modellierung	AnfMgt	1	Unterhaching	1	4
ER-Modellierung	AnfMgt	1	Unterhaching	2	2
ER-Modellierung	AnfMgt	1	Wien	2	1
ER-Modellierung	AnfMgt	2	Hamburg	1	4
ER-Modellierung	AnfMgt	2	Hamburg	4	1
ER-Modellierung	AnfMgt	2	Offenbach	3	2
ER-Modellierung	AnfMgt	2	Stuttgart	4	1
ER-Modellierung	AnfMgt	2	Unterhaching	2	1
ER-Modellierung	AnfMgt	2	Unterhaching	3	3
ER-Modellierung	AnfMgt	2	Unterhaching	4	1
ER-Modellierung	AnfMgt	2	Wien	1	1
ER-Modellierung	AnfMgt	2	Wien	2	1
ER-Modellierung	AnfMgt	2	Wien	3	2
ER-Modellierung	AnfMgt	2	Wien	4	2
ER-Modellierung	AnfMgt	3	Stuttgart	4	1
ER-Modellierung	AnfMgt	3	Unterhaching	3	1
ER-Modellierung	AnfMgt	3	Unterhaching	4	3
ER-Modellierung	AnfMgt	3	Wien	2	1
ER-Modellierung	AnfMgt	3	Wien	3	1
ER-Modellierung	AnfMgt	4	Hamburg	4	1
ER-Modellierung	AnfMgt	4	Unterhaching	4	2
ERP	ITM	1	Unterhaching	1	1
ERP	ITM	1	Zürich	3	1
ERP	ITM	3	Hamburg	3	1
ESB (Enterprise Service Bus)	Framework	1	Hamburg	1	1
ESB (Enterprise Service Bus)	Framework	1	Hamburg	2	2
ESB (Enterprise Service Bus)	Framework	1	Offenbach	1	2
ESB (Enterprise Service Bus)	Framework	1	Wien	1	3
ESB (Enterprise Service Bus)	Framework	2	Unterhaching	3	3
ESB (Enterprise Service Bus)	Framework	3	Hamburg	4	1
ESB (Enterprise Service Bus)	Framework	3	Unterhaching	1	1
ESB (Enterprise Service Bus)	Framework	3	Wien	3	1
ESC/Java2	Framework	2	Unterhaching	2	1
eTicketing	Sonstiges (Technologie)	3	Offenbach	4	1
ETL	DBMS	1	Stuttgart	1	1
ETL	DBMS	1	Unterhaching	1	2
ETL	DBMS	1	Zürich	3	1
ETL	DBMS	2	Wien	2	1
Ext JS	Framework	1	Hamburg	1	1
Ext JS	Framework	1	Unterhaching	3	1
Ext JS	Framework	1	Wien	1	1
Ext JS	Framework	1	Wien	2	1
Ext JS	Framework	2	Stuttgart	2	1
Facelets	Framework	1	Offenbach	1	2
Facelets	Framework	1	Unterhaching	2	1
Facelets	Framework	1	Wien	1	1
Facelets	Framework	1	Wien	2	1
Facelets	Framework	2	Offenbach	1	1
Facelets	Framework	2	Offenbach	2	1
Facelets	Framework	2	Unterhaching	3	1
Facelets	Framework	3	Wien	3	1
Fach	Ohne Zuordnung	4	Unterhaching	1	1
Fachkonzeption	AnfMgt	1	Hamburg	1	1
Fachkonzeption	AnfMgt	1	Offenbach	4	2
Fachkonzeption	AnfMgt	1	Stuttgart	1	2
Fachkonzeption	AnfMgt	1	Unterhaching	1	3
Fachkonzeption	AnfMgt	1	Unterhaching	2	1
Fachkonzeption	AnfMgt	1	Unterhaching	3	2
Fachkonzeption	AnfMgt	1	Wien	1	1
Fachkonzeption	AnfMgt	1	Zürich	3	1
Fachkonzeption	AnfMgt	2	Hamburg	2	2
Fachkonzeption	AnfMgt	2	Hamburg	3	1
Fachkonzeption	AnfMgt	2	Offenbach	3	1
Fachkonzeption	AnfMgt	2	Offenbach	4	1
Fachkonzeption	AnfMgt	2	Unterhaching	3	3
Fachkonzeption	AnfMgt	2	Unterhaching	4	3
Fachkonzeption	AnfMgt	2	Wien	1	1
Fachkonzeption	AnfMgt	2	Wien	3	1
Fachkonzeption	AnfMgt	2	Zürich	2	1
Fachkonzeption	AnfMgt	3	Offenbach	3	1
Fachkonzeption	AnfMgt	3	Offenbach	4	2
Fachkonzeption	AnfMgt	3	Unterhaching	3	2
Fachkonzeption	AnfMgt	3	Unterhaching	4	4
Fachkonzeption	AnfMgt	3	Wien	1	1
Fachkonzeption	AnfMgt	4	Offenbach	4	2
Fachkonzeption	AnfMgt	4	Stuttgart	4	1
Fachkonzeption	AnfMgt	4	Unterhaching	4	2
FAST ESP	DBMS	1	Wien	3	1
FindBugs	Build	1	Hamburg	1	1
FindBugs	Build	1	Hamburg	2	1
FindBugs	Build	1	Hamburg	4	1
FindBugs	Build	1	Offenbach	1	2
FindBugs	Build	1	Unterhaching	1	1
FindBugs	Build	1	Unterhaching	2	1
FindBugs	Build	1	Unterhaching	3	3
FindBugs	Build	1	Unterhaching	4	1
FindBugs	Build	1	Wien	1	2
FindBugs	Build	1	Wien	2	1
FindBugs	Build	2	Hamburg	3	2
FindBugs	Build	2	Offenbach	2	1
FindBugs	Build	2	Offenbach	4	3
FindBugs	Build	2	Unterhaching	1	2
FindBugs	Build	2	Unterhaching	2	3
FindBugs	Build	2	Unterhaching	3	3
FindBugs	Build	2	Wien	2	2
FindBugs	Build	2	Wien	3	3
FindBugs	Build	3	Hamburg	4	1
FindBugs	Build	3	Unterhaching	3	1
FindBugs	Build	4	Unterhaching	4	1
Flash	Framework	1	Hamburg	1	1
Flash	Framework	2	Stuttgart	1	1
Flash	Framework	2	Unterhaching	3	1
FlexRay-Bus	Sonstiges (Technologie)	2	Unterhaching	3	1
Flow Design	Vorgehen	2	Stuttgart	1	1
Flyway	DBMS	1	Unterhaching	1	4
Flyway	DBMS	1	Unterhaching	2	1
Flyway	DBMS	1	Unterhaching	4	1
Flyway	DBMS	1	Wien	1	4
Flyway	DBMS	2	Unterhaching	1	2
Flyway	DBMS	2	Unterhaching	2	2
Flyway	DBMS	2	Unterhaching	3	1
Flyway	DBMS	2	Wien	1	2
Flyway	DBMS	2	Wien	2	1
Flyway	DBMS	2	Wien	3	1
Flyway	DBMS	3	Unterhaching	1	1
Flyway	DBMS	3	Unterhaching	3	1
Flyway	DBMS	3	Unterhaching	4	1
Flyway	DBMS	3	Wien	2	1
Fortran	Sprache	1	Offenbach	2	1
Fortran	Sprache	1	Offenbach	3	1
Fortran	Sprache	2	Stuttgart	3	1
Fortran	Sprache	2	Unterhaching	3	1
FrontArena	Werkzeug	2	Zürich	2	1
FTPS	Sonstiges (Technologie)	1	Hamburg	1	1
FTPS	Sonstiges (Technologie)	2	Hamburg	4	1
FTPS	Sonstiges (Technologie)	2	Unterhaching	4	1
Gatling	Framework	1	Hamburg	1	1
Gatling	Framework	1	Hamburg	2	1
Gatling	Framework	1	Unterhaching	1	2
Gatling	Framework	2	Hamburg	1	1
Gatling	Framework	2	Unterhaching	1	1
Gatling	Framework	2	Unterhaching	3	1
GCM	Framework	1	Unterhaching	1	2
GCM	Framework	1	Unterhaching	2	1
GCM	Framework	2	Unterhaching	2	1
GCM	Framework	2	Wien	3	1
GCM	Framework	3	Unterhaching	3	1
GeoCoding	Sonstiges (Technologie)	1	Unterhaching	1	2
GeoCoding	Sonstiges (Technologie)	1	Unterhaching	4	1
GeoCoding	Sonstiges (Technologie)	2	Unterhaching	3	1
GeoServer	Sonstiges (Technologie)	1	Unterhaching	1	2
GeoServer	Sonstiges (Technologie)	2	Unterhaching	2	2
GeoServer	Sonstiges (Technologie)	2	Wien	2	1
Gerrit	Ohne Zuordnung	2	Hamburg	1	1
Gerrit	Ohne Zuordnung	2	Offenbach	2	1
Git	Build	1	Hamburg	1	4
Git	Build	1	Hamburg	3	1
Git	Build	1	Hamburg	4	1
Git	Build	1	Offenbach	1	2
Git	Build	1	Stuttgart	1	2
Git	Build	1	Unterhaching	1	12
Git	Build	1	Unterhaching	3	2
Git	Build	1	Wien	1	3
Git	Build	1	Wien	2	3
Git	Build	2	Hamburg	1	1
Git	Build	2	Hamburg	2	7
Git	Build	2	Hamburg	3	5
Git	Build	2	Offenbach	1	1
Git	Build	2	Offenbach	2	2
Git	Build	2	Offenbach	4	1
Git	Build	2	Stuttgart	1	1
Git	Build	2	Stuttgart	2	1
Git	Build	2	Stuttgart	3	1
Git	Build	2	Unterhaching	1	5
Git	Build	2	Unterhaching	2	8
Git	Build	2	Unterhaching	3	3
Git	Build	2	Wien	1	1
Git	Build	2	Wien	2	2
Git	Build	2	Wien	3	5
Git	Build	3	Hamburg	1	3
Git	Build	3	Hamburg	2	1
Git	Build	3	Hamburg	3	6
Git	Build	3	Hamburg	4	2
Git	Build	3	Offenbach	2	2
Git	Build	3	Offenbach	3	1
Git	Build	3	Offenbach	4	1
Git	Build	3	Stuttgart	1	2
Git	Build	3	Unterhaching	1	1
Git	Build	3	Unterhaching	2	3
Git	Build	3	Wien	3	1
Git	Build	4	Hamburg	3	1
Git	Build	4	Stuttgart	3	1
GlassFish	Sonstiges (Technologie)	1	Hamburg	1	2
GlassFish	Sonstiges (Technologie)	1	Hamburg	3	1
GlassFish	Sonstiges (Technologie)	1	Offenbach	2	1
GlassFish	Sonstiges (Technologie)	1	Offenbach	3	1
GlassFish	Sonstiges (Technologie)	1	Unterhaching	1	9
GlassFish	Sonstiges (Technologie)	1	Wien	1	1
GlassFish	Sonstiges (Technologie)	2	Hamburg	1	2
GlassFish	Sonstiges (Technologie)	2	Hamburg	3	2
GlassFish	Sonstiges (Technologie)	2	Stuttgart	1	1
GlassFish	Sonstiges (Technologie)	2	Unterhaching	1	5
GlassFish	Sonstiges (Technologie)	2	Unterhaching	2	1
GlassFish	Sonstiges (Technologie)	2	Unterhaching	3	4
GlassFish	Sonstiges (Technologie)	2	Unterhaching	4	1
GlassFish	Sonstiges (Technologie)	2	Wien	1	2
GlassFish	Sonstiges (Technologie)	2	Wien	2	2
GlassFish	Sonstiges (Technologie)	3	Offenbach	1	1
GlassFish	Sonstiges (Technologie)	3	Unterhaching	1	1
GlassFish	Sonstiges (Technologie)	3	Unterhaching	3	3
GlassFish	Sonstiges (Technologie)	4	Unterhaching	3	1
GNU Octave	Sprache	1	Wien	1	1
GNU Octave	Sprache	2	Unterhaching	1	1
Google App Engine	Framework	1	Hamburg	1	1
Google App Engine	Framework	1	Unterhaching	1	1
Google App Engine	Framework	1	Unterhaching	3	1
Google App Engine	Framework	1	Wien	1	3
Google Maps	Framework	1	Hamburg	1	3
Google Maps	Framework	1	Offenbach	1	1
Google Maps	Framework	1	Offenbach	3	1
Google Maps	Framework	1	Unterhaching	1	3
Google Maps	Framework	1	Unterhaching	2	1
Google Maps	Framework	1	Unterhaching	3	1
Google Maps	Framework	1	Wien	1	1
Google Maps	Framework	2	Unterhaching	2	2
Google Maps	Framework	2	Unterhaching	4	1
Google Maps	Framework	2	Wien	2	1
Gradle	Build	1	Hamburg	1	6
Gradle	Build	1	Hamburg	2	2
Gradle	Build	1	Hamburg	3	1
Gradle	Build	1	Offenbach	2	1
Gradle	Build	1	Stuttgart	3	1
Gradle	Build	1	Unterhaching	1	7
Gradle	Build	1	Unterhaching	2	1
Gradle	Build	1	Unterhaching	3	1
Gradle	Build	1	Wien	1	4
Gradle	Build	2	Hamburg	1	1
Gradle	Build	2	Hamburg	2	2
Gradle	Build	2	Hamburg	3	1
Gradle	Build	2	Offenbach	1	3
Gradle	Build	2	Offenbach	2	1
Gradle	Build	2	Stuttgart	1	1
Gradle	Build	2	Unterhaching	2	5
Gradle	Build	2	Unterhaching	3	1
Gradle	Build	2	Wien	1	3
Gradle	Build	2	Wien	2	2
Gradle	Build	3	Hamburg	1	1
Gradle	Build	3	Hamburg	3	2
Gradle	Build	3	Unterhaching	1	3
Gradle	Build	3	Unterhaching	2	1
Gradle	Build	3	Wien	3	1
Grails	Framework	1	Hamburg	1	4
Grails	Framework	1	Hamburg	2	2
Grails	Framework	1	Offenbach	1	3
Grails	Framework	1	Offenbach	2	1
Grails	Framework	1	Offenbach	3	1
Grails	Framework	2	Hamburg	1	1
Grails	Framework	2	Hamburg	2	1
Grails	Framework	2	Offenbach	2	2
Grails	Framework	3	Hamburg	1	1
Grails	Framework	3	Offenbach	1	1
Grails	Framework	3	Offenbach	2	1
Grails	Framework	3	Offenbach	3	1
Grails	Framework	3	Offenbach	4	1
Groovy	Sprache	1	Hamburg	1	5
Groovy	Sprache	1	Hamburg	2	2
Groovy	Sprache	1	Offenbach	1	3
Groovy	Sprache	1	Offenbach	3	1
Groovy	Sprache	1	Unterhaching	1	2
Groovy	Sprache	1	Unterhaching	2	1
Groovy	Sprache	1	Wien	1	1
Groovy	Sprache	2	Hamburg	1	2
Groovy	Sprache	2	Hamburg	3	1
Groovy	Sprache	2	Offenbach	2	2
Groovy	Sprache	2	Offenbach	3	1
Groovy	Sprache	2	Stuttgart	1	1
Groovy	Sprache	2	Unterhaching	2	1
Groovy	Sprache	2	Unterhaching	4	1
Groovy	Sprache	3	Hamburg	1	1
Groovy	Sprache	3	Hamburg	2	1
Groovy	Sprache	3	Offenbach	4	1
Groovy	Sprache	4	Hamburg	3	1
Grunt	Build	1	Hamburg	1	5
Grunt	Build	1	Unterhaching	1	5
Grunt	Build	1	Unterhaching	2	1
Grunt	Build	1	Wien	1	1
Grunt	Build	1	Wien	2	1
Grunt	Build	2	Hamburg	1	1
Grunt	Build	2	Offenbach	1	1
Grunt	Build	2	Unterhaching	1	3
Grunt	Build	2	Unterhaching	2	2
GSP	Sprache	1	Hamburg	1	1
GSP	Sprache	1	Offenbach	1	1
GSP	Sprache	2	Hamburg	2	1
GSP	Sprache	2	Offenbach	2	1
GSP	Sprache	2	Offenbach	3	1
Guava	Framework	1	Hamburg	2	2
Guava	Framework	1	Offenbach	2	1
Guava	Framework	1	Unterhaching	2	1
Guava	Framework	1	Wien	1	2
Guava	Framework	2	Hamburg	1	1
Guava	Framework	2	Hamburg	3	1
Guava	Framework	2	Unterhaching	2	1
Guava	Framework	2	Unterhaching	3	4
Guava	Framework	2	Wien	2	1
Guava	Framework	2	Wien	3	3
Guava	Framework	3	Hamburg	3	2
Guava	Framework	3	Unterhaching	2	1
Guava	Framework	3	Wien	3	1
gulp	Build	1	Stuttgart	1	1
gulp	Build	1	Unterhaching	1	2
gulp	Build	1	Wien	1	2
gulp	Build	2	Wien	2	1
gulp	Build	3	Unterhaching	1	1
Gurobi	Werkzeug	2	Offenbach	1	1
GWT	Framework	1	Hamburg	1	4
GWT	Framework	1	Hamburg	2	1
GWT	Framework	1	Offenbach	2	1
GWT	Framework	1	Stuttgart	1	1
GWT	Framework	1	Unterhaching	1	2
GWT	Framework	1	Wien	1	3
GWT	Framework	2	Hamburg	1	1
GWT	Framework	2	Hamburg	2	1
GWT	Framework	2	Hamburg	3	1
GWT	Framework	2	Offenbach	1	1
GWT	Framework	2	Offenbach	2	1
GWT	Framework	2	Offenbach	3	1
GWT	Framework	2	Unterhaching	1	1
GWT	Framework	2	Unterhaching	2	4
GWT	Framework	2	Wien	1	2
GWT	Framework	2	Wien	2	1
GWT	Framework	3	Unterhaching	3	1
GXT	Framework	1	Hamburg	1	1
GXT	Framework	1	Hamburg	2	1
GXT	Framework	2	Offenbach	1	1
GXT	Framework	2	Unterhaching	2	2
GXT	Framework	2	Unterhaching	3	1
GXT	Framework	2	Wien	2	1
Hadoop	Framework	1	Hamburg	1	2
Hadoop	Framework	1	Offenbach	1	1
Hadoop	Framework	1	Unterhaching	1	3
Hadoop	Framework	1	Wien	1	2
Hadoop	Framework	2	Hamburg	1	1
Hadoop	Framework	2	Hamburg	3	1
Hadoop	Framework	2	Unterhaching	1	3
Hadoop	Framework	3	Hamburg	3	1
Hadoop	Framework	3	Unterhaching	1	1
Haskell	Sprache	1	Hamburg	1	2
Haskell	Sprache	1	Wien	1	1
Haskell	Sprache	2	Hamburg	1	1
Haskell	Sprache	2	Offenbach	1	1
Haskell	Sprache	2	Unterhaching	2	1
Hazelcast	Sonstiges (Technologie)	1	Hamburg	1	1
Hazelcast	Sonstiges (Technologie)	1	Unterhaching	1	1
Hazelcast	Sonstiges (Technologie)	2	Hamburg	2	1
HBase	DBMS	2	Hamburg	3	1
HBase	DBMS	2	Wien	3	1
Hibernate	Framework	1	Hamburg	1	6
Hibernate	Framework	1	Hamburg	2	1
Hibernate	Framework	1	Offenbach	1	3
Hibernate	Framework	1	Offenbach	2	1
Hibernate	Framework	1	Stuttgart	1	2
Hibernate	Framework	1	Unterhaching	1	6
Hibernate	Framework	1	Unterhaching	2	1
Hibernate	Framework	1	Wien	1	2
Hibernate	Framework	1	Wien	2	2
Hibernate	Framework	2	Hamburg	1	4
Hibernate	Framework	2	Hamburg	2	2
Hibernate	Framework	2	Hamburg	3	2
Hibernate	Framework	2	Offenbach	1	5
Hibernate	Framework	2	Offenbach	2	2
Hibernate	Framework	2	Offenbach	4	1
Hibernate	Framework	2	Unterhaching	1	5
Hibernate	Framework	2	Unterhaching	2	7
Hibernate	Framework	2	Unterhaching	3	6
Hibernate	Framework	2	Unterhaching	4	1
Hibernate	Framework	2	Wien	1	4
Hibernate	Framework	2	Wien	2	1
Hibernate	Framework	2	Wien	3	3
Hibernate	Framework	2	Wien	4	1
Hibernate	Framework	3	Hamburg	1	1
Hibernate	Framework	3	Hamburg	3	3
Hibernate	Framework	3	Hamburg	4	1
Hibernate	Framework	3	Offenbach	4	1
Hibernate	Framework	3	Stuttgart	1	3
Hibernate	Framework	3	Unterhaching	1	4
Hibernate	Framework	3	Unterhaching	3	4
Hibernate	Framework	3	Unterhaching	4	4
Hibernate	Framework	3	Wien	3	1
Hibernate	Framework	3	Wien	4	2
Hibernate	Framework	4	Unterhaching	4	1
Hibernate Search	Framework	1	Unterhaching	1	3
Hibernate Search	Framework	1	Unterhaching	2	4
Hibernate Search	Framework	2	Unterhaching	1	1
High Lebel Shader Language (HLSL)	Ohne Zuordnung	2	Unterhaching	2	1
Highcharts	Framework	1	Wien	1	3
Highcharts	Framework	2	Unterhaching	2	1
Highcharts	Framework	2	Wien	1	1
Hive MQ	Framework	2	Unterhaching	1	1
Hive MQ	Framework	2	Unterhaching	3	1
Hive MQ	Framework	3	Unterhaching	1	1
Hive SQL	DBMS	1	Unterhaching	1	1
Hive SQL	DBMS	2	Hamburg	2	1
Hive SQL	DBMS	2	Unterhaching	2	1
HP BSM	Ohne Zuordnung	2	Unterhaching	2	1
HP LoadRunner	Werkzeug	1	Unterhaching	1	2
HP LoadRunner	Werkzeug	1	Wien	1	1
HP LoadRunner	Werkzeug	1	Wien	3	1
HSQLDB	DBMS	1	Hamburg	1	2
HSQLDB	DBMS	1	Hamburg	2	1
HSQLDB	DBMS	1	Offenbach	1	2
HSQLDB	DBMS	1	Offenbach	2	2
HSQLDB	DBMS	1	Unterhaching	1	2
HSQLDB	DBMS	1	Unterhaching	2	4
HSQLDB	DBMS	1	Wien	1	1
HSQLDB	DBMS	2	Hamburg	2	2
HSQLDB	DBMS	2	Unterhaching	2	1
HSQLDB	DBMS	2	Unterhaching	3	2
HSQLDB	DBMS	2	Unterhaching	4	2
HSQLDB	DBMS	2	Wien	1	1
HSQLDB	DBMS	3	Offenbach	4	1
HSQLDB	DBMS	3	Unterhaching	3	2
HSQLDB	DBMS	3	Unterhaching	4	1
HSQLDB	DBMS	3	Wien	3	1
HTML	Sprache	1	Hamburg	1	4
HTML	Sprache	1	Hamburg	2	1
HTML	Sprache	1	Hamburg	3	1
HTML	Sprache	1	Offenbach	2	2
HTML	Sprache	1	Stuttgart	1	2
HTML	Sprache	1	Stuttgart	3	1
HTML	Sprache	1	Unterhaching	1	3
HTML	Sprache	1	Unterhaching	2	1
HTML	Sprache	1	Unterhaching	3	1
HTML	Sprache	1	Unterhaching	4	2
HTML	Sprache	1	Wien	4	1
HTML	Sprache	1	Zürich	3	1
HTML	Sprache	2	Hamburg	2	1
HTML	Sprache	2	Hamburg	3	5
HTML	Sprache	2	Hamburg	4	2
HTML	Sprache	2	Offenbach	1	1
HTML	Sprache	2	Offenbach	3	6
HTML	Sprache	2	Offenbach	4	1
HTML	Sprache	2	Stuttgart	1	2
HTML	Sprache	2	Stuttgart	2	1
HTML	Sprache	2	Unterhaching	1	3
HTML	Sprache	2	Unterhaching	2	5
HTML	Sprache	2	Unterhaching	3	10
HTML	Sprache	2	Unterhaching	4	3
HTML	Sprache	2	Wien	2	5
HTML	Sprache	2	Wien	3	1
HTML	Sprache	2	Wien	4	1
HTML	Sprache	3	Hamburg	1	1
HTML	Sprache	3	Hamburg	3	2
HTML	Sprache	3	Hamburg	4	2
HTML	Sprache	3	Offenbach	1	1
HTML	Sprache	3	Offenbach	3	1
HTML	Sprache	3	Offenbach	4	2
HTML	Sprache	3	Stuttgart	1	4
HTML	Sprache	3	Stuttgart	3	1
HTML	Sprache	3	Unterhaching	1	2
HTML	Sprache	3	Unterhaching	3	2
HTML	Sprache	3	Unterhaching	4	7
HTML	Sprache	3	Wien	1	1
HTML	Sprache	3	Wien	3	3
HTML	Sprache	3	Wien	4	4
HTML	Sprache	4	Unterhaching	4	1
HTML5	Sprache	1	Hamburg	1	2
HTML5	Sprache	1	Offenbach	1	1
HTML5	Sprache	1	Stuttgart	1	1
HTML5	Sprache	1	Unterhaching	1	2
HTML5	Sprache	1	Unterhaching	2	2
HTML5	Sprache	1	Wien	1	3
HTML5	Sprache	1	Wien	2	1
HTML5	Sprache	1	Zürich	3	1
HTML5	Sprache	2	Hamburg	2	1
HTML5	Sprache	2	Hamburg	3	1
HTML5	Sprache	2	Offenbach	1	2
HTML5	Sprache	2	Offenbach	2	2
HTML5	Sprache	2	Unterhaching	1	2
HTML5	Sprache	2	Unterhaching	2	1
HTML5	Sprache	2	Unterhaching	3	5
HTML5	Sprache	2	Wien	2	3
HTML5	Sprache	2	Wien	3	1
HTML5	Sprache	3	Hamburg	4	2
HTML5	Sprache	3	Offenbach	3	1
HTML5	Sprache	3	Stuttgart	4	1
HTML5	Sprache	3	Unterhaching	4	1
HTML5	Sprache	3	Wien	3	1
HTML5	Sprache	4	Stuttgart	4	1
HTMLUnit	Framework	1	Hamburg	1	1
HTMLUnit	Framework	1	Offenbach	1	1
HTMLUnit	Framework	2	Offenbach	1	1
HTMLUnit	Framework	2	Unterhaching	2	1
HTTP	Sonstiges (Technologie)	1	Hamburg	2	1
HTTP	Sonstiges (Technologie)	1	Hamburg	3	1
HTTP	Sonstiges (Technologie)	1	Offenbach	4	1
HTTP	Sonstiges (Technologie)	1	Stuttgart	1	1
HTTP	Sonstiges (Technologie)	1	Stuttgart	3	1
HTTP	Sonstiges (Technologie)	1	Unterhaching	1	2
HTTP	Sonstiges (Technologie)	1	Unterhaching	3	2
HTTP	Sonstiges (Technologie)	1	Unterhaching	4	1
HTTP	Sonstiges (Technologie)	1	Wien	2	1
HTTP	Sonstiges (Technologie)	1	Wien	3	1
HTTP	Sonstiges (Technologie)	1	Wien	4	1
HTTP	Sonstiges (Technologie)	2	Hamburg	2	1
HTTP	Sonstiges (Technologie)	2	Hamburg	4	3
HTTP	Sonstiges (Technologie)	2	Offenbach	2	2
HTTP	Sonstiges (Technologie)	2	Offenbach	3	1
HTTP	Sonstiges (Technologie)	2	Offenbach	4	1
HTTP	Sonstiges (Technologie)	2	Stuttgart	4	1
