Skill	Skill-Unterkategorie	Bewertung	Standort	Skill Dauer	Anzahl Mitarbeiter
bash	Sonstiges (Technologie)	2	Unterhaching	4	4
bash	Sonstiges (Technologie)	3	Hamburg	2	1
bash	Sonstiges (Technologie)	3	Hamburg	3	2
bash	Sonstiges (Technologie)	3	Hamburg	4	1
bash	Sonstiges (Technologie)	3	Offenbach	4	1
bash	Sonstiges (Technologie)	3	Unterhaching	4	2
BASIC	Sprache	1	Offenbach	2	1
BASIC	Sprache	1	Unterhaching	3	1
Behaviour-Driven Development	Vorgehen	1	Unterhaching	1	1
Behaviour-Driven Development	Vorgehen	1	Wien	2	2
Behaviour-Driven Development	Vorgehen	2	Wien	1	1
Behaviour-Driven Development	Vorgehen	2	Wien	2	1
Behaviour-Driven Development	Vorgehen	2	Wien	3	3
BIRT	Framework	1	Offenbach	2	1
BIRT	Framework	1	Unterhaching	1	1
BIRT	Framework	1	Unterhaching	2	1
BIRT	Framework	2	Offenbach	1	4
BIRT	Framework	2	Unterhaching	1	2
BIRT	Framework	2	Unterhaching	2	1
BIRT	Framework	2	Unterhaching	3	1
BIRT	Framework	2	Wien	2	1
BizTalk	Standardsoftware	1	Wien	1	1
BizTalk	Standardsoftware	1	Zürich	2	1
BizTalk	Standardsoftware	2	Unterhaching	2	1
BizTalk	Standardsoftware	2	Wien	3	1
BizTalk	Standardsoftware	3	Offenbach	1	1
Bluecove	Framework	1	Wien	1	1
Bluetooth Low Energy	Sonstiges (Technologie)	1	Stuttgart	2	1
Bluetooth Low Energy	Sonstiges (Technologie)	1	Unterhaching	1	1
Bluetooth Low Energy	Sonstiges (Technologie)	2	Unterhaching	1	1
Bootstrap	Ohne Zuordnung	1	Unterhaching	1	1
Bootstrap	Ohne Zuordnung	1	Wien	1	1
Bootstrap	Ohne Zuordnung	2	Stuttgart	3	1
Bootstrap	Ohne Zuordnung	2	Wien	2	1
BPEL	AnfMgt	1	Hamburg	1	3
BPEL	AnfMgt	1	Stuttgart	1	1
BPEL	AnfMgt	1	Unterhaching	2	1
BPEL	AnfMgt	1	Wien	1	1
BPEL	AnfMgt	2	Hamburg	1	1
BPEL	AnfMgt	2	Hamburg	2	1
BPEL	AnfMgt	2	Unterhaching	1	1
BPEL	AnfMgt	2	Unterhaching	2	1
BPEL	AnfMgt	3	Stuttgart	4	1
BPEL	AnfMgt	3	Unterhaching	3	1
BPMN	AnfMgt	1	Hamburg	1	5
BPMN	AnfMgt	1	Hamburg	2	1
BPMN	AnfMgt	1	Offenbach	1	1
BPMN	AnfMgt	1	Stuttgart	1	3
BPMN	AnfMgt	1	Stuttgart	2	1
BPMN	AnfMgt	1	Unterhaching	1	5
BPMN	AnfMgt	1	Wien	1	4
BPMN	AnfMgt	2	Hamburg	1	2
BPMN	AnfMgt	2	Hamburg	2	2
BPMN	AnfMgt	2	Hamburg	3	2
BPMN	AnfMgt	2	Hamburg	4	1
BPMN	AnfMgt	2	Stuttgart	2	1
BPMN	AnfMgt	2	Stuttgart	4	1
BPMN	AnfMgt	2	Unterhaching	1	3
BPMN	AnfMgt	2	Unterhaching	2	1
BPMN	AnfMgt	2	Unterhaching	3	3
BPMN	AnfMgt	2	Wien	1	1
BPMN	AnfMgt	2	Wien	2	3
BPMN	AnfMgt	2	Wien	3	2
BPMN	AnfMgt	2	Zürich	1	1
BPMN	AnfMgt	2	Zürich	2	1
BPMN	AnfMgt	3	Hamburg	1	1
BPMN	AnfMgt	3	Stuttgart	4	1
BPMN	AnfMgt	3	Unterhaching	1	1
BPMN	AnfMgt	3	Unterhaching	3	1
BPMN	AnfMgt	3	Wien	4	1
BPMN	AnfMgt	4	Unterhaching	4	2
Bugzilla	Sonstiges (Technologie)	1	Offenbach	1	2
Bugzilla	Sonstiges (Technologie)	1	Unterhaching	2	1
Bugzilla	Sonstiges (Technologie)	1	Unterhaching	3	3
Bugzilla	Sonstiges (Technologie)	1	Wien	1	1
Bugzilla	Sonstiges (Technologie)	2	Offenbach	4	1
Bugzilla	Sonstiges (Technologie)	2	Unterhaching	1	1
Bugzilla	Sonstiges (Technologie)	2	Unterhaching	2	1
Bugzilla	Sonstiges (Technologie)	3	Unterhaching	1	1
Business Intelligence	DBMS	1	Hamburg	1	4
Business Intelligence	DBMS	1	Hamburg	2	1
Business Intelligence	DBMS	1	Hamburg	3	1
Business Intelligence	DBMS	1	Offenbach	1	1
Business Intelligence	DBMS	1	Stuttgart	1	1
Business Intelligence	DBMS	1	Unterhaching	1	2
Business Intelligence	DBMS	1	Unterhaching	2	1
Business Intelligence	DBMS	1	Wien	1	1
Business Intelligence	DBMS	1	Zürich	3	1
Business Intelligence	DBMS	2	Offenbach	2	1
Business Intelligence	DBMS	2	Unterhaching	1	2
Business Intelligence	DBMS	2	Unterhaching	2	1
Business Intelligence	DBMS	2	Unterhaching	3	1
Business Intelligence	DBMS	2	Wien	2	1
Business Intelligence	DBMS	3	Unterhaching	2	1
C	Sprache	1	Hamburg	1	2
C	Sprache	1	Hamburg	2	3
C	Sprache	1	Offenbach	1	2
C	Sprache	1	Offenbach	2	1
C	Sprache	1	Offenbach	3	1
C	Sprache	1	Stuttgart	3	1
C	Sprache	1	Unterhaching	1	9
C	Sprache	1	Unterhaching	2	3
C	Sprache	1	Unterhaching	3	1
C	Sprache	1	Unterhaching	4	1
C	Sprache	1	Wien	1	2
C	Sprache	1	Wien	4	1
C	Sprache	2	Hamburg	1	3
C	Sprache	2	Hamburg	2	2
C	Sprache	2	Hamburg	3	2
C	Sprache	2	Offenbach	1	4
C	Sprache	2	Offenbach	2	2
C	Sprache	2	Offenbach	3	1
C	Sprache	2	Offenbach	4	1
C	Sprache	2	Stuttgart	1	2
C	Sprache	2	Stuttgart	3	2
C	Sprache	2	Unterhaching	1	2
C	Sprache	2	Unterhaching	2	3
C	Sprache	2	Unterhaching	3	2
C	Sprache	2	Unterhaching	4	2
C	Sprache	2	Wien	1	1
C	Sprache	2	Wien	2	1
C	Sprache	2	Wien	3	1
C	Sprache	3	Hamburg	4	1
C	Sprache	3	Offenbach	4	1
C	Sprache	3	Stuttgart	4	1
C	Sprache	3	Unterhaching	1	4
C	Sprache	3	Unterhaching	3	2
C	Sprache	3	Unterhaching	4	1
C	Sprache	4	Stuttgart	4	1
C#	Sprache	1	Hamburg	1	3
C#	Sprache	1	Hamburg	2	1
C#	Sprache	1	Stuttgart	1	5
C#	Sprache	1	Stuttgart	3	1
C#	Sprache	1	Unterhaching	1	10
C#	Sprache	1	Unterhaching	2	1
C#	Sprache	1	Wien	1	4
C#	Sprache	1	Wien	2	1
C#	Sprache	2	Hamburg	1	2
C#	Sprache	2	Hamburg	2	2
C#	Sprache	2	Hamburg	3	3
C#	Sprache	2	Offenbach	1	3
C#	Sprache	2	Offenbach	2	1
C#	Sprache	2	Stuttgart	1	1
C#	Sprache	2	Stuttgart	3	1
C#	Sprache	2	Unterhaching	1	5
C#	Sprache	2	Unterhaching	2	1
C#	Sprache	2	Unterhaching	3	1
C#	Sprache	2	Wien	2	2
C#	Sprache	2	Wien	3	2
C#	Sprache	2	Zürich	3	1
C#	Sprache	3	Hamburg	1	1
C#	Sprache	3	Stuttgart	4	1
C#	Sprache	3	Unterhaching	4	4
C#	Sprache	3	Wien	4	1
C#	Sprache	4	Offenbach	4	1
C++	Sprache	1	Hamburg	1	3
C++	Sprache	1	Hamburg	2	1
C++	Sprache	1	Hamburg	3	2
C++	Sprache	1	Offenbach	1	4
C++	Sprache	1	Offenbach	2	1
C++	Sprache	1	Offenbach	3	1
C++	Sprache	1	Offenbach	4	1
C++	Sprache	1	Stuttgart	1	1
C++	Sprache	1	Unterhaching	1	7
C++	Sprache	1	Unterhaching	2	3
C++	Sprache	1	Unterhaching	4	1
C++	Sprache	1	Wien	1	2
C++	Sprache	1	Wien	2	2
C++	Sprache	1	Wien	3	1
C++	Sprache	2	Hamburg	1	6
C++	Sprache	2	Hamburg	2	3
C++	Sprache	2	Offenbach	1	4
C++	Sprache	2	Offenbach	2	2
C++	Sprache	2	Offenbach	4	1
C++	Sprache	2	Stuttgart	1	2
C++	Sprache	2	Stuttgart	2	1
C++	Sprache	2	Stuttgart	3	2
C++	Sprache	2	Stuttgart	4	1
C++	Sprache	2	Unterhaching	1	6
C++	Sprache	2	Unterhaching	2	3
C++	Sprache	2	Unterhaching	3	3
C++	Sprache	2	Unterhaching	4	2
C++	Sprache	2	Wien	2	1
C++	Sprache	2	Wien	3	1
C++	Sprache	3	Hamburg	1	1
C++	Sprache	3	Offenbach	3	1
C++	Sprache	3	Offenbach	4	1
C++	Sprache	3	Stuttgart	4	1
C++	Sprache	3	Unterhaching	1	4
C++	Sprache	3	Unterhaching	3	2
C++	Sprache	3	Unterhaching	4	1
C++ MFC	Framework	1	Wien	2	1
C++ MFC	Framework	2	Offenbach	2	1
C++ MFC	Framework	3	Stuttgart	4	1
CakePHP	Framework	1	Unterhaching	3	1
CakePHP	Framework	2	Hamburg	2	1
Camel	Framework	1	Hamburg	1	1
Camel	Framework	1	Wien	1	1
Camel	Framework	2	Unterhaching	1	2
Camel	Framework	2	Unterhaching	2	1
camos Develop	Werkzeug	3	Unterhaching	2	1
Camunda	Framework	1	Unterhaching	1	3
Camunda	Framework	1	Wien	1	2
Camunda	Framework	2	Hamburg	3	1
Camunda	Framework	2	Unterhaching	1	1
Camunda	Framework	2	Wien	1	1
Camunda	Framework	2	Zürich	1	1
Camunda	Framework	3	Wien	2	1
Camunda	Framework	4	Unterhaching	3	1
CAN-Bus	Sonstiges (Technologie)	1	Unterhaching	1	4
CAN-Bus	Sonstiges (Technologie)	1	Wien	1	1
CAN-Bus	Sonstiges (Technologie)	2	Unterhaching	1	1
CAN-Bus	Sonstiges (Technologie)	3	Unterhaching	4	1
CDI	Framework	1	Hamburg	1	1
CDI	Framework	1	Offenbach	1	1
CDI	Framework	1	Offenbach	2	1
CDI	Framework	1	Unterhaching	1	1
CDI	Framework	1	Wien	1	1
CDI	Framework	2	Unterhaching	1	1
CDI	Framework	2	Unterhaching	2	1
CDI	Framework	2	Unterhaching	3	2
CDI	Framework	2	Wien	2	1
Change-Management	ITM	1	Hamburg	1	1
Change-Management	ITM	1	Hamburg	2	1
Change-Management	ITM	1	Hamburg	3	1
Change-Management	ITM	1	Offenbach	1	1
Change-Management	ITM	1	Unterhaching	1	1
Change-Management	ITM	1	Unterhaching	3	1
Change-Management	ITM	1	Zürich	3	1
Change-Management	ITM	2	Hamburg	3	2
Change-Management	ITM	2	Offenbach	1	1
Change-Management	ITM	2	Offenbach	2	1
Change-Management	ITM	2	Stuttgart	3	1
Change-Management	ITM	2	Unterhaching	1	2
Change-Management	ITM	2	Unterhaching	3	1
Change-Management	ITM	2	Wien	4	1
Change-Management	ITM	2	Zürich	2	1
Change-Management	ITM	3	Offenbach	4	1
Change-Management	ITM	3	Stuttgart	4	1
Change-Management	ITM	3	Unterhaching	1	1
Change-Management	ITM	3	Unterhaching	4	1
Change-Management	ITM	4	Wien	4	1
CheckStyle	Build	1	Hamburg	1	1
CheckStyle	Build	1	Hamburg	2	2
CheckStyle	Build	1	Offenbach	1	2
CheckStyle	Build	1	Offenbach	2	1
CheckStyle	Build	1	Unterhaching	1	1
CheckStyle	Build	1	Unterhaching	2	1
CheckStyle	Build	1	Unterhaching	3	1
CheckStyle	Build	1	Unterhaching	4	1
CheckStyle	Build	1	Wien	1	1
CheckStyle	Build	1	Wien	2	1
CheckStyle	Build	2	Hamburg	2	1
CheckStyle	Build	2	Hamburg	3	1
CheckStyle	Build	2	Offenbach	2	1
CheckStyle	Build	2	Unterhaching	1	4
CheckStyle	Build	2	Unterhaching	2	1
CheckStyle	Build	2	Unterhaching	4	1
CheckStyle	Build	2	Wien	2	3
CheckStyle	Build	2	Wien	3	1
CheckStyle	Build	2	Wien	4	1
CheckStyle	Build	3	Hamburg	4	1
CheckStyle	Build	3	Offenbach	3	1
CheckStyle	Build	3	Offenbach	4	1
CheckStyle	Build	3	Unterhaching	3	1
CheckStyle	Build	4	Unterhaching	4	2
Chef	Build	3	Hamburg	3	1
CIM (power systems models)	Sonstiges (Technologie)	1	Wien	1	3
Cinema4D	Ohne Zuordnung	3	Wien	4	1
Clarity	Standardsoftware	2	Hamburg	3	1
ClearCase	Build	1	Hamburg	3	1
ClearCase	Build	1	Offenbach	1	2
ClearCase	Build	1	Unterhaching	1	1
ClearCase	Build	1	Wien	1	1
ClearCase	Build	2	Offenbach	1	1
ClearCase	Build	2	Offenbach	2	2
ClearCase	Build	3	Hamburg	4	1
ClearCase	Build	3	Offenbach	1	2
ClearCase	Build	3	Offenbach	4	2
cloc	Werkzeug	2	Unterhaching	3	1
cloc	Werkzeug	2	Wien	1	1
Clustering	Sonstiges (Technologie)	3	Hamburg	3	1
CMMI	Vorgehen	1	Unterhaching	1	2
CMMI	Vorgehen	1	Unterhaching	2	1
CMMI	Vorgehen	2	Wien	3	1
CMMI	Vorgehen	3	Offenbach	3	1
CMMI	Vorgehen	3	Stuttgart	3	1
CMMI	Vorgehen	3	Stuttgart	4	1
CMMI	Vorgehen	3	Unterhaching	1	1
CMS	Sonstiges (Technologie)	1	Hamburg	1	1
CMS	Sonstiges (Technologie)	1	Hamburg	2	1
CMS	Sonstiges (Technologie)	1	Offenbach	2	1
CMS	Sonstiges (Technologie)	1	Stuttgart	4	1
CMS	Sonstiges (Technologie)	1	Unterhaching	2	1
CMS	Sonstiges (Technologie)	2	Hamburg	3	1
CMS	Sonstiges (Technologie)	2	Hamburg	4	3
CMS	Sonstiges (Technologie)	2	Offenbach	1	1
CMS	Sonstiges (Technologie)	2	Unterhaching	1	3
CMS	Sonstiges (Technologie)	2	Wien	2	2
CMS	Sonstiges (Technologie)	2	Wien	4	1
CMS	Sonstiges (Technologie)	3	Offenbach	4	1
CMS	Sonstiges (Technologie)	3	Unterhaching	1	1
Cobertura	Build	1	Unterhaching	3	1
Cobertura	Build	2	Unterhaching	1	1
Cobertura	Build	2	Wien	1	1
Cobertura	Build	2	Wien	2	1
Cobertura	Build	3	Unterhaching	1	1
Cobit	ITM	1	Hamburg	1	1
Cobit	ITM	1	Hamburg	2	1
Cobit	ITM	1	Unterhaching	1	5
Cobit	ITM	1	Unterhaching	2	1
Cobit	ITM	1	Wien	1	1
Cobit	ITM	1	Wien	2	1
Cobit	ITM	2	Stuttgart	2	1
Cobit	ITM	2	Unterhaching	2	1
Cobit	ITM	3	Hamburg	1	1
Cobol	Sprache	1	Hamburg	1	1
Cobol	Sprache	1	Hamburg	2	1
Cobol	Sprache	1	Offenbach	2	1
Cobol	Sprache	1	Offenbach	3	2
Cobol	Sprache	1	Stuttgart	1	1
Cobol	Sprache	1	Unterhaching	3	1
Cobol	Sprache	2	Offenbach	1	3
Cobol	Sprache	2	Offenbach	2	1
Cobol	Sprache	2	Unterhaching	3	2
Cobol	Sprache	3	Hamburg	1	1
Cobol	Sprache	3	Unterhaching	1	1
Cocoa	Framework	1	Stuttgart	1	1
Cocoa	Framework	1	Unterhaching	1	1
Cocoa	Framework	2	Offenbach	2	1
Cocoa	Framework	2	Unterhaching	2	1
Cocoa	Framework	3	Unterhaching	2	1
codeBeamer	Framework	1	Wien	1	1
codeBeamer	Framework	2	Wien	2	1
codeBeamer	Framework	2	Wien	4	1
Cognos	Werkzeug	1	Hamburg	2	1
Cognos	Werkzeug	1	Wien	1	1
Cognos	Werkzeug	1	Wien	2	1
Cognos	Werkzeug	1	Zürich	2	1
Cognos	Werkzeug	2	Stuttgart	1	1
Confluence	Sonstiges (Technologie)	1	Hamburg	1	1
Confluence	Sonstiges (Technologie)	1	Hamburg	3	1
Confluence	Sonstiges (Technologie)	1	Offenbach	1	1
Confluence	Sonstiges (Technologie)	1	Unterhaching	1	2
Confluence	Sonstiges (Technologie)	1	Unterhaching	2	1
Confluence	Sonstiges (Technologie)	1	Unterhaching	3	4
Confluence	Sonstiges (Technologie)	1	Wien	1	1
Confluence	Sonstiges (Technologie)	1	Wien	4	1
Confluence	Sonstiges (Technologie)	2	Hamburg	2	3
Confluence	Sonstiges (Technologie)	2	Hamburg	3	1
Confluence	Sonstiges (Technologie)	2	Offenbach	2	2
Confluence	Sonstiges (Technologie)	2	Stuttgart	1	1
Confluence	Sonstiges (Technologie)	2	Stuttgart	3	1
Confluence	Sonstiges (Technologie)	2	Unterhaching	1	1
Confluence	Sonstiges (Technologie)	2	Unterhaching	2	6
Confluence	Sonstiges (Technologie)	2	Unterhaching	3	4
Confluence	Sonstiges (Technologie)	2	Unterhaching	4	2
Confluence	Sonstiges (Technologie)	2	Wien	2	1
Confluence	Sonstiges (Technologie)	2	Wien	3	4
Confluence	Sonstiges (Technologie)	2	Wien	4	1
Confluence	Sonstiges (Technologie)	3	Hamburg	1	1
Confluence	Sonstiges (Technologie)	3	Hamburg	2	1
Confluence	Sonstiges (Technologie)	3	Hamburg	3	3
Confluence	Sonstiges (Technologie)	3	Hamburg	4	2
Confluence	Sonstiges (Technologie)	3	Offenbach	4	1
Confluence	Sonstiges (Technologie)	3	Stuttgart	4	1
Confluence	Sonstiges (Technologie)	3	Unterhaching	1	1
Confluence	Sonstiges (Technologie)	3	Unterhaching	3	1
Confluence	Sonstiges (Technologie)	3	Unterhaching	4	1
ConQAT	Werkzeug	1	Unterhaching	1	1
ConQAT	Werkzeug	2	Unterhaching	1	1
CORBA	Framework	1	Hamburg	1	2
CORBA	Framework	1	Offenbach	2	2
CORBA	Framework	1	Stuttgart	2	1
CORBA	Framework	1	Unterhaching	1	1
CORBA	Framework	1	Unterhaching	2	1
CORBA	Framework	1	Unterhaching	3	1
CORBA	Framework	1	Wien	1	2
CORBA	Framework	2	Unterhaching	2	2
CORBA	Framework	2	Wien	1	1
CORBA	Framework	3	Hamburg	1	1
CORBA	Framework	3	Unterhaching	3	1
Cordova	Framework	1	Unterhaching	1	1
Core Data	Framework	2	Unterhaching	2	1
Corona	Framework	2	Hamburg	2	1
CouchDB	DBMS	1	Hamburg	1	3
CouchDB	DBMS	1	Offenbach	1	1
CouchDB	DBMS	1	Unterhaching	1	1
CouchDB	DBMS	2	Wien	2	1
CPD	Build	1	Offenbach	1	1
CPD	Build	2	Wien	2	1
CPLEX	Werkzeug	2	Offenbach	2	1
CruiseControl	Build	1	Unterhaching	1	1
CruiseControl	Build	1	Unterhaching	2	1
CruiseControl	Build	1	Wien	1	2
CruiseControl	Build	2	Hamburg	4	1
CruiseControl	Build	3	Stuttgart	1	1
Crystal Reports	Werkzeug	1	Hamburg	1	1
Crystal Reports	Werkzeug	1	Offenbach	1	1
Crystal Reports	Werkzeug	1	Wien	2	1
Crystal Reports	Werkzeug	2	Offenbach	1	1
Crystal Reports	Werkzeug	2	Unterhaching	2	1
Crystal Reports	Werkzeug	2	Unterhaching	3	1
Crystal Reports	Werkzeug	2	Wien	2	1
Crystal Reports	Werkzeug	2	Wien	4	1
CSS	Sprache	1	Hamburg	1	1
CSS	Sprache	1	Hamburg	3	2
CSS	Sprache	1	Offenbach	2	1
CSS	Sprache	1	Offenbach	3	1
CSS	Sprache	1	Stuttgart	1	1
CSS	Sprache	1	Unterhaching	1	4
CSS	Sprache	1	Unterhaching	2	2
CSS	Sprache	1	Unterhaching	3	2
CSS	Sprache	1	Wien	1	2
CSS	Sprache	1	Wien	4	1
CSS	Sprache	2	Hamburg	2	4
CSS	Sprache	2	Hamburg	3	1
CSS	Sprache	2	Hamburg	4	2
CSS	Sprache	2	Offenbach	1	1
CSS	Sprache	2	Offenbach	2	3
CSS	Sprache	2	Offenbach	3	1
CSS	Sprache	2	Offenbach	4	1
CSS	Sprache	2	Stuttgart	1	2
CSS	Sprache	2	Unterhaching	1	3
CSS	Sprache	2	Unterhaching	2	6
CSS	Sprache	2	Unterhaching	3	4
CSS	Sprache	2	Unterhaching	4	2
CSS	Sprache	2	Wien	1	1
CSS	Sprache	2	Wien	2	6
CSS	Sprache	2	Wien	3	1
CSS	Sprache	2	Wien	4	1
CSS	Sprache	3	Hamburg	1	3
CSS	Sprache	3	Hamburg	3	2
CSS	Sprache	3	Hamburg	4	1
CSS	Sprache	3	Offenbach	4	2
CSS	Sprache	3	Stuttgart	1	1
CSS	Sprache	3	Stuttgart	3	1
CSS	Sprache	3	Unterhaching	1	3
CSS	Sprache	3	Unterhaching	3	1
CSS	Sprache	3	Unterhaching	4	4
CSS	Sprache	3	Wien	1	1
CSS	Sprache	3	Wien	3	2
CSS	Sprache	3	Wien	4	1
CSS	Sprache	4	Stuttgart	4	1
CSS	Sprache	4	Unterhaching	4	1
CSS3	Ohne Zuordnung	1	Offenbach	2	1
CSS3	Ohne Zuordnung	1	Unterhaching	1	1
CSS3	Ohne Zuordnung	1	Unterhaching	2	1
CSS3	Ohne Zuordnung	2	Stuttgart	3	1
CSS3	Ohne Zuordnung	2	Unterhaching	2	1
CSS3	Ohne Zuordnung	2	Wien	2	2
Cucumber	Werkzeug	1	Hamburg	1	2
Cucumber	Werkzeug	1	Hamburg	2	1
Cucumber	Werkzeug	1	Wien	1	1
Cucumber	Werkzeug	2	Hamburg	2	1
Cucumber	Werkzeug	2	Wien	1	1
Cucumber	Werkzeug	2	Wien	3	3
CUDA	Framework	1	Offenbach	1	1
CUDA	Framework	1	Unterhaching	1	1
CUDA	Framework	1	Unterhaching	2	1
CUDA	Framework	2	Unterhaching	2	1
CVS	Build	1	Hamburg	1	1
CVS	Build	1	Hamburg	2	1
CVS	Build	1	Hamburg	4	1
CVS	Build	1	Unterhaching	1	4
CVS	Build	1	Unterhaching	2	1
CVS	Build	1	Unterhaching	3	2
CVS	Build	1	Wien	1	1
CVS	Build	1	Wien	2	1
CVS	Build	2	Hamburg	2	1
CVS	Build	2	Hamburg	3	2
CVS	Build	2	Offenbach	1	1
CVS	Build	2	Offenbach	4	3
CVS	Build	2	Stuttgart	3	1
CVS	Build	2	Unterhaching	1	2
CVS	Build	2	Unterhaching	2	1
CVS	Build	2	Unterhaching	4	1
CVS	Build	2	Wien	3	1
CVS	Build	3	Hamburg	1	1
CVS	Build	3	Hamburg	4	1
CVS	Build	3	Stuttgart	1	2
CVS	Build	3	Stuttgart	4	1
CVS	Build	3	Unterhaching	1	1
CVS	Build	3	Unterhaching	3	3
CVS	Build	3	Wien	3	1
CXF	Framework	1	Hamburg	1	1
CXF	Framework	1	Offenbach	2	2
CXF	Framework	1	Unterhaching	1	2
CXF	Framework	2	Hamburg	2	1
CXF	Framework	2	Offenbach	1	2
CXF	Framework	2	Unterhaching	1	1
CXF	Framework	2	Unterhaching	3	1
CXF	Framework	2	Wien	2	1
CXF	Framework	2	Wien	3	2
CXF	Framework	3	Unterhaching	1	1
CXF	Framework	3	Unterhaching	3	1
D3.js	Framework	1	Hamburg	1	1
D3.js	Framework	1	Unterhaching	1	1
D3.js	Framework	1	Wien	1	1
D3.js	Framework	2	Unterhaching	1	1
Dagger	Framework	1	Hamburg	1	1
Dagger	Framework	1	Unterhaching	1	3
Dagger	Framework	1	Unterhaching	3	2
Dagger	Framework	1	Wien	2	1
Dagger	Framework	2	Unterhaching	2	1
Dagger	Framework	2	Wien	3	1
Dagger 2	Framework	1	Stuttgart	1	1
Dagger 2	Framework	1	Unterhaching	1	1
Data Governance	ITM	1	Zürich	2	1
Data Governance	ITM	2	Stuttgart	2	1
Data Governance	ITM	2	Wien	2	1
Data Mining	DBMS	1	Hamburg	1	3
Data Mining	DBMS	1	Offenbach	2	1
Data Mining	DBMS	1	Stuttgart	1	1
Data Mining	DBMS	1	Stuttgart	2	1
Data Mining	DBMS	1	Unterhaching	1	2
Data Mining	DBMS	1	Unterhaching	4	1
Data Mining	DBMS	1	Wien	1	1
Data Mining	DBMS	2	Hamburg	1	1
Data Mining	DBMS	2	Hamburg	2	1
Data Mining	DBMS	2	Unterhaching	1	1
Data Mining	DBMS	3	Unterhaching	1	1
Data Mining	DBMS	3	Unterhaching	4	2
Data Warehouse	DBMS	1	Hamburg	1	1
Data Warehouse	DBMS	1	Hamburg	3	1
Data Warehouse	DBMS	1	Offenbach	1	3
Data Warehouse	DBMS	1	Unterhaching	1	2
Data Warehouse	DBMS	1	Wien	1	1
Data Warehouse	DBMS	1	Zürich	2	1
Data Warehouse	DBMS	2	Hamburg	3	2
Data Warehouse	DBMS	2	Offenbach	2	1
Data Warehouse	DBMS	2	Unterhaching	1	1
Data Warehouse	DBMS	2	Unterhaching	3	1
Data Warehouse	DBMS	2	Wien	2	1
Data Warehouse	DBMS	3	Unterhaching	1	1
Data Warehouse	DBMS	3	Unterhaching	2	1
DataGrip	Werkzeug	2	Hamburg	1	1
Datenbanksysteme	DBMS	1	Hamburg	1	1
Datenbanksysteme	DBMS	1	Hamburg	2	1
Datenbanksysteme	DBMS	1	Hamburg	4	1
Datenbanksysteme	DBMS	1	Offenbach	1	2
Datenbanksysteme	DBMS	1	Offenbach	4	2
Datenbanksysteme	DBMS	1	Stuttgart	1	1
Datenbanksysteme	DBMS	1	Stuttgart	4	1
Datenbanksysteme	DBMS	1	Unterhaching	2	1
Datenbanksysteme	DBMS	1	Unterhaching	3	3
Datenbanksysteme	DBMS	1	Unterhaching	4	1
Datenbanksysteme	DBMS	2	Hamburg	3	3
Datenbanksysteme	DBMS	2	Offenbach	4	2
Datenbanksysteme	DBMS	2	Stuttgart	3	1
Datenbanksysteme	DBMS	2	Stuttgart	4	2
Datenbanksysteme	DBMS	2	Unterhaching	3	4
Datenbanksysteme	DBMS	2	Unterhaching	4	3
Datenbanksysteme	DBMS	2	Wien	1	1
Datenbanksysteme	DBMS	2	Wien	3	2
Datenbanksysteme	DBMS	2	Wien	4	4
Datenbanksysteme	DBMS	3	Hamburg	4	1
Datenbanksysteme	DBMS	3	Offenbach	4	1
Datenbanksysteme	DBMS	3	Unterhaching	1	1
Datenbanksysteme	DBMS	3	Unterhaching	4	4
Datenbanksysteme	DBMS	3	Wien	4	1
Datenbanksysteme	DBMS	4	Unterhaching	4	1
Datenmodellierung	DBMS	1	Hamburg	1	2
Datenmodellierung	DBMS	1	Hamburg	2	1
Datenmodellierung	DBMS	1	Hamburg	3	1
Datenmodellierung	DBMS	1	Hamburg	4	1
Datenmodellierung	DBMS	1	Offenbach	1	1
Datenmodellierung	DBMS	1	Stuttgart	1	1
Datenmodellierung	DBMS	1	Unterhaching	1	1
Datenmodellierung	DBMS	1	Unterhaching	3	1
Datenmodellierung	DBMS	2	Hamburg	3	1
Datenmodellierung	DBMS	2	Hamburg	4	1
Datenmodellierung	DBMS	2	Offenbach	2	1
Datenmodellierung	DBMS	2	Offenbach	3	1
Datenmodellierung	DBMS	2	Offenbach	4	1
Datenmodellierung	DBMS	2	Stuttgart	3	1
Datenmodellierung	DBMS	2	Unterhaching	2	3
Datenmodellierung	DBMS	2	Unterhaching	3	2
Datenmodellierung	DBMS	2	Wien	3	3
Datenmodellierung	DBMS	2	Wien	4	2
Datenmodellierung	DBMS	3	Hamburg	4	1
Datenmodellierung	DBMS	3	Offenbach	4	2
Datenmodellierung	DBMS	3	Stuttgart	1	1
Datenmodellierung	DBMS	3	Stuttgart	2	1
Datenmodellierung	DBMS	3	Unterhaching	1	2
Datenmodellierung	DBMS	3	Unterhaching	4	8
Datenmodellierung	DBMS	3	Wien	4	1
Datenmodellierung	DBMS	4	Stuttgart	4	1
Datenmodellierung	DBMS	4	Unterhaching	1	1
Datenmodellierung	DBMS	4	Unterhaching	4	1
Datenqualitätsmanagement	ITM	2	Wien	2	1
DB-Visualizer	Werkzeug	1	Hamburg	1	1
DB-Visualizer	Werkzeug	1	Unterhaching	2	1
DB-Visualizer	Werkzeug	1	Unterhaching	3	1
DB-Visualizer	Werkzeug	1	Wien	1	1
DB-Visualizer	Werkzeug	2	Hamburg	2	1
DB-Visualizer	Werkzeug	2	Offenbach	1	1
